Work Order Number,Customer Number,Memo (Main),Name,Address,City,State,Zip,FixedTime,Weight,Total Weight NH,OrderDate,Quantity,Total Quantity,EqCode,Open1,Close1,Pattern1,Longitude,Latitude,OrderType,Filler,Shipment Date,Standing Appointment,Seq,County,Rt,Food Pallets, Pet Food Pallets,Chemical Pallets,Delivery Instructions,Total Case Cube,Static Appointment
974595,85348,- None -,The Legacy Center Community Development Corp.,71-02 Cypress Hills Street,Glendale,NY,11385,30,4085,4085,1/7/2026,,186, ,830,1230,W,-73.892395,40.701741,Dry,Yes,1/7/2026,Yes,1,Queens,28,1.7,0,0,Wednesday's,107.73,Yes
974596,82289,- None -,Glover Memorial BC,2134 Dean Street,Brooklyn,NY,11233,30,1972,1972,1/5/2026,,90, ,830,1230,M,-73.917,40.675074,Dry,Yes,1/5/2026,Yes,1,Brooklyn,22,0.99,0,0,- None -,63.91,Yes
974597,83907,- None -,Glover Memorial,2134  Dean Street,Brooklyn,NY,11233,30,2210,2210,1/5/2026,,98, ,830,1230,M,-73.917,40.675074,Dry,Yes,1/5/2026,Yes,1,Brooklyn,22,1.05,0,0,- None -,67.6,Yes
974598,82289,- None -,Glover Memorial BC,2134 Dean Street,Brooklyn,NY,11233,30,2352,2352,1/5/2026,,63, ,830,1230,M,-73.917,40.675074,Cold,Yes,1/5/2026,Yes,1,Brooklyn,22,1.63,0,0,- None -,103.95,Yes
974599,83907,- None -,Glover Memorial,2134  Dean Street,Brooklyn,NY,11233,30,2466,2466,1/5/2026,,63, ,830,1230,M,-73.917,40.675074,Cold,Yes,1/5/2026,Yes,1,Brooklyn,22,1.68,0,0,- None -,107.64,Yes
974600,81028,- None -,Mesivtha of Staten Island,1870 Drumgoole Road East,Staten Island,NY,10309,30,504,504,1/6/2026,,20, ,830,1230,T,-74.215029,40.528325,Dry,Yes,1/6/2026,Yes,1,StatenIsland,22,0.24,0,0,Pull up infront of Garage behind the building please,15.14,Yes
974607,85022,- None -,Taurus Associates,240-08 135th Avenue,Rosedale,NY,11422,30,1322,1322,1/7/2026,,33, ,830,1230,W,-73.734466,40.672149,Cold,Yes,1/7/2026,Yes,1,Queens,10,0.78,0,0,- None -,50.17,Yes
974608,85022,- None -,Taurus Associates,240-08 135th Avenue,Rosedale,NY,11422,30,3016,3016,1/7/2026,,132, ,830,1230,W,-73.734466,40.672149,Dry,Yes,1/7/2026,Yes,1,Queens,10,1.38,0,0,- None -,87.06,Yes
974610,85271,- None -,The Campaign Against Hunger,"975 Shepherd Ave, Brooklyn, NY 11208",Brooklyn,NY,11233,30,2736,2736,1/6/2026,,122, ,1230,1630,T,-73.917677,40.678643,Dry,Yes,1/6/2026,Yes,1,Brooklyn,30,1.29,0,0,Please ring the door bell if the gate is down.,81.46,Yes
974613,85271,- None -,The Campaign Against Hunger,"975 Shepherd Ave, Brooklyn, NY 11208",Brooklyn,NY,11233,30,2900,2900,1/6/2026,,72, ,1230,1630,T,-73.917677,40.678643,Cold,Yes,1/6/2026,Yes,1,Brooklyn,30,1.99,0,0,Please ring the door bell if the gate is down.,127.46,Yes
974618,83956,- None -,The Campaign Against Hunger,975 Shepherd Ave,Brooklyn,NY,11208,30,7300,7300,1/6/2026,,182, ,1230,1630,T,-73.874089,40.660966,Cold,Yes,1/6/2026,Yes,1,Brooklyn,30,5.66,0,0,Please ring the door bell if the gate is down.,362.56,Yes
974630,83956,- None -,The Campaign Against Hunger,975 Shepherd Ave,Brooklyn,NY,11208,30,3926,3926,1/6/2026,,198, ,1230,1630,T,-73.874089,40.660966,Dry,Yes,1/6/2026,Yes,1,Brooklyn,30,1.89,0,0.01,Please ring the door bell if the gate is down.,120.46,Yes
974635,81578,- None -,"Family Services Network of NY, Inc.",1420 Bushwick Avenue,Brooklyn,NY,11207,30,2284,2284,1/5/2026,,59, ,1230,1630,M,-73.909056,40.684318,Cold,Yes,1/5/2026,Yes,4,Brooklyn,16,1.47,0,0,Delivery Mon-Thur 9am-230pm. Use parking lot entrance for all delivery.,94.66,Yes
974641,85442,- None -,KINGSLAWN UNITED PRESBYTERIAN CHURCH,2368 RALPH AVENUE,Brooklyn,NY,11238,30,1140,1140,1/5/2026,,50, ,830,1230,M,-73.917349,40.620253,Dry,No,1/5/2026,No,1,Brooklyn,21,0.57,0,0,- None -,36.57,No
974647,85442,- None -,KINGSLAWN UNITED PRESBYTERIAN CHURCH,2368 RALPH AVENUE,Brooklyn,NY,11238,30,990,990,1/5/2026,,25, ,830,1230,M,-73.917349,40.620253,Cold,No,1/5/2026,No,1,Brooklyn,21,0.46,0,0,- None -,28.7,No
974661,85400,- None -,PS 111 Q Jacob Blackwell,37-15 13th Street,Long Island City,NY,11101,30,719,719,1/7/2026,,49, ,830,1230,W,-73.93938,40.758831,Dry,No,1/7/2026,No,1,Queens,7,0.49,0,0,Delivery 8:00 to 12:00pm **REQUIRES STRAIGHT TRUCK** to confirm 1st call Claudia @ 347-256-9826 2nd call Kristen @ 347-256-7306,30.65,No
974667,83923,- None -,Macedonia Church Assembly of God,340 East 106th Street,New York,NY,10029,30,7502,7502,1/6/2026,,484, ,830,1230,T,-73.94098,40.790001,Dry,Yes,1/6/2026,Yes,2,Manhattan,5,3.62,0.16,0.3,Tuesday or Wednesday 8am-1pm only Please cal 646-500-3910 to confirm deliveries,261.4,Yes
974668,83923,- None -,Macedonia Church Assembly of God,340 East 106th Street,New York,NY,10029,30,552,552,1/6/2026,,30, ,830,1230,T,-73.94098,40.790001,Cold,Yes,1/6/2026,Yes,2,Manhattan,5,0.41,0,0,Tuesday or Wednesday 8am-1pm only Please cal 646-500-3910 to confirm deliveries,26.05,Yes
974683,84440,- None -,Far Rockaway Church of Christ Food Pantry,21-25 Nameoke Avenue,Far Rockaway,NY,11691,30,3408,3408,1/6/2026,,169, ,830,1230,T,-73.752989,40.607874,Dry,No,1/6/2026,No,1,Queens,10,1.63,0,0,Thursday mornings  POC: Vanessa Heyward 646-567-8980,104.94,No
974684,84440,- None -,Far Rockaway Church of Christ Food Pantry,21-25 Nameoke Avenue,Far Rockaway,NY,11691,30,1144,1144,1/6/2026,,33, ,830,1230,T,-73.752989,40.607874,Cold,No,1/6/2026,No,1,Queens,10,0.73,0,0,Thursday mornings  POC: Vanessa Heyward 646-567-8980,46.1,No
974687,83608,- None -,"The City of Grace, Inc.",3402 Tilden Avenue,Brooklyn,NY,11203,30,1545,1545,1/5/2026,,49, ,830,1230,M,-73.945128,40.647034,Cold,Yes,1/5/2026,Yes,4,Brooklyn,21,1,0,0,"Delivery 10AM-2PM,Frozen and Dry Delivery Monday Only straight truck for deliveries only",64.32,Yes
974688,83608,- None -,"The City of Grace, Inc.",3402 Tilden Avenue,Brooklyn,NY,11203,30,1567,1567,1/5/2026,,73, ,830,1230,M,-73.945128,40.647034,Dry,Yes,1/5/2026,Yes,4,Brooklyn,21,0.87,0,0,"Delivery 10AM-2PM,Frozen and Dry Delivery Monday Only straight truck for deliveries only",55.98,Yes
974689,85448,- None -,Vets Inc,143-17 Springfield Blvd,Springfield Gardens,NY,11413,30,5694,5694,1/7/2026,,263, ,830,1230,W,-73.756857,40.668109,Dry,Yes,1/7/2026,Yes,1,Queens,9,2.68,0,0,- None -,170.96,Yes
974690,85448,- None -,Vets Inc,143-17 Springfield Blvd,Springfield Gardens,NY,11413,30,2386,2386,1/7/2026,,65, ,830,1230,W,-73.756857,40.668109,Cold,Yes,1/7/2026,Yes,1,Queens,9,1.52,0,0,- None -,97.56,Yes
974697,80347,- None -,Our Lady of Refuge RC Church,720 East 21st Street,Brooklyn,NY,11210,30,1184,1184,1/5/2026,,59, ,1230,1630,M,-73.958111,40.636456,Dry,Yes,1/5/2026,Yes,2,Brooklyn,21,0.62,0,0,Garage on East 21st Street next to school parking lot between Foster Ave. and Farragut Rd.,39.52,Yes
974703,85326,- None -,United Church of Praise Healthy Heart,487 Vanderbilt Avenue,Staten Island,NY,10304,30,2268,2268,1/6/2026,,96, ,1230,1630,T,-74.085612,40.614487,Dry,Yes,1/6/2026,Yes,4,StatenIsland,23,1.09,0,0,Deliveries between 8:30am - 4:30pm,69.28,Yes
974704,85326,- None -,United Church of Praise Healthy Heart,487 Vanderbilt Avenue,Staten Island,NY,10304,30,1840,1840,1/6/2026,,49, ,1230,1630,T,-74.085612,40.614487,Cold,Yes,1/6/2026,Yes,4,StatenIsland,23,1.17,0,0,Deliveries between 8:30am - 4:30pm,75.07,Yes
974709,80904,- None -,First United Methodist Church of Jamaica,162-10 Highland Avenue,Jamaica,NY,11432,30,2256,2256,1/5/2026,,88, ,830,1230,M,-73.800873,40.709879,Dry,Yes,1/5/2026,Yes,1,Queens,4,1.01,0,0,"delivery should be made through the parking lot which is in the back of the building, enter on 87th Road",64.48,Yes
974710,85319,- None -,West Harlem Group Assistance,625 Lenox Avenue,New York,NY,10030,30,8181,8181,1/5/2026,,263, ,830,1230,M,-73.937964,40.818089,Cold,No,1/5/2026,No,1,Manhattan,19,4.86,0,0,"Please 2nd - 5th stop, #917-474-7050. Deliveries only bet 9am-5pm on Mon, Tues, Thurs, Fri.",311.18,No
974711,85319,- None -,West Harlem Group Assistance,625 Lenox Avenue,New York,NY,10030,30,9932,9932,1/5/2026,,435, ,830,1230,M,-73.937964,40.818089,Dry,No,1/5/2026,No,1,Manhattan,19,4.37,0.26,0,"Please 2nd - 5th stop, #917-474-7050. Deliveries only bet 9am-5pm on Mon, Tues, Thurs, Fri.",295.52,No
974719,84461,- None -,BRC Homeless Senior Services,30 Delancey Street,New York,NY,10002,30,576,576,1/8/2026,,32, ,830,1230,R,-73.992269,40.719792,Dry,No,1/8/2026,No,2,Manhattan,21,0.17,0,0.09,- None -,16.48,No
974726,80800,- None -,Temple Sharaay Tefila,250 East 79th Street,New York,NY,10075,30,1050,1050,1/8/2026,,63, ,1230,1630,R,-73.956166,40.773797,Dry,Yes,1/8/2026,Yes,4,Manhattan,6,0.65,0,0,Call the main office and tell them you are here for a soup kitchen delivery & have maintenance open the 79th street door.,42.42,Yes
974729,85284,- None -,"Vets Inc, Hollis Gardens",202-14 Hollis Avenue,Queens Village,NY,11429,30,1980,1980,1/8/2026,,90, ,830,1230,R,-73.755109,40.706455,Dry,Yes,1/8/2026,Yes,1,Queens,17,6.3,0,0,- None -,403.2,Yes
974750,85443,- None -,ACS - The Administration for Children's Services,"2501 Grand Concourse, 5th Floor",Bronx,NY,10468,30,1689,1689,1/5/2026,,90, ,830,1230,M,-73.89695,40.862713,Dry,Yes,1/5/2026,Yes,2,Bronx,7,0.81,0,0,First and or second delivery to have access to freight elevator,51.46,Yes
974752,85443,- None -,ACS - The Administration for Children's Services,"2501 Grand Concourse, 5th Floor",Bronx,NY,10468,30,1194,1194,1/5/2026,,45, ,830,1230,M,-73.89695,40.862713,Cold,Yes,1/5/2026,Yes,2,Bronx,7,0.84,0,0,First and or second delivery to have access to freight elevator,53.64,Yes
974772,4018,- None -,"Renaissance School of the Arts, MS377",Address 319 E 117th Street,New York,NY,10035,30,3064,3064,1/20/2026,,2532, ,830,1230,T,-73.936365,40.797302,Cold,No,1/20/2026,No,1,Manhattan,45,20.78,0,0,- None -,1329.86,No
974784,84740,- None -,St. James Holiness Church,89 Legion Street,Brooklyn,NY,11212,30,1204,1204,1/7/2026,,51, ,830,1230,W,-73.917814,40.666876,Cold,Yes,1/7/2026,Yes,1,Brooklyn,2,0.81,0,0,Deliveries should be made only on Wednesday mornings.,52.78,Yes
974803,80904,- None -,First United Methodist Church of Jamaica,162-10 Highland Avenue,Jamaica,NY,11432,30,1752,1752,1/5/2026,,53, ,830,1230,M,-73.800873,40.709879,Cold,Yes,1/5/2026,Yes,1,Queens,4,1.09,0,0,"delivery should be made through the parking lot which is in the back of the building, enter on 87th Road",69.61,Yes
974807,84960,- None -,Hour Children Community Outreach,36-49 11th Street,Long Island City,NY,11106,30,1458,1458,1/5/2026,,72, ,830,1230,M,-73.940382,40.760437,Dry,No,1/5/2026,No,2,Queens,6,0.97,0,0,- None -,62.19,No
974808,84960,- None -,Hour Children Community Outreach,36-49 11th Street,Long Island City,NY,11106,30,1424,1424,1/5/2026,,41, ,830,1230,M,-73.940382,40.760437,Cold,No,1/5/2026,No,2,Queens,6,0.95,0,0,- None -,61.31,No
974810,85056,- None -,Community Food Pantry at Highbridge,1363 Ogden Avenue,Bronx,NY,10452,30,2942,2942,1/5/2026,,128, ,830,1230,M,-73.924725,40.84168,Dry,Yes,1/5/2026,Yes,3,Bronx,6,1.58,0,0,Mondays between 9:00AM and 12:30PM.  Deliveries can not arrive any later than 12:00PM,100.54,Yes
974811,85056,- None -,Community Food Pantry at Highbridge,1363 Ogden Avenue,Bronx,NY,10452,30,3204,3204,1/5/2026,,86, ,830,1230,M,-73.924725,40.84168,Cold,Yes,1/5/2026,Yes,3,Bronx,6,2.12,0,0,Mondays between 9:00AM and 12:30PM.  Deliveries can not arrive any later than 12:00PM,135.72,Yes
974815,85698,- None -,All My Children,175-44 Mayfield Rd,Jamaica,NY,11432,30,1220,1220,1/6/2026,,52, ,830,1230,T,-73.827076,40.724191,Dry,No,1/6/2026,No,3,Queens,7,0.61,0,0,- None -,39.64,No
974819,85433,- None -,"The Lehman College Association, Herbert H. Lehman",2775 Jerome Ave,Bronx,NY,10468,30,1689,1689,1/6/2026,,92, ,830,1230,T,-73.89286,40.875028,Dry,No,1/6/2026,No,3,Bronx,8,0.83,0,0,Please 9:30am-1:30pm - Jaye cell # 612 239 6271 OR Baraka cell # 765-421-4274. The delivery truck will enter through the Lehman College gate on 250 Bedford Park Blvd West and the Delivery will be at the lower rear of the Old Gymnasium Building.,53.55,No
