customer_id,customer_name,latitude,longitude,Thursday,Tuesday,Wednesday,Total_Pallets
5104370750,BFFY - Our Lady of Lourdes Outreach,40.723911,-73.737175,0.0,1.0,0.0,1.0
5104370751,Flushing Jewish Community Council,40.757788,-73.79469,0.0,1.0,0.0,1.0
5104370752,Make the Road New York - Queens,40.750136,-73.860766,0.0,1.0,0.0,1.0
5104370753,The Voices of Hagar,40.756866,-73.872861,0.0,1.0,0.0,1.0
5104370754,St. Jerome's Hands Community Center,40.809927,-73.924866,0.0,1.0,0.0,1.0
5104370755,Redeemed Christian Church of God,40.828939,-73.916616,0.0,1.0,0.0,1.0
5104370756,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104370757,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104370758,Crossroads Community Services Inc.,40.757543,-73.972917,0.0,1.0,0.0,1.0
5104370759,New York Common Pantry,40.795967,-73.949119,0.0,1.0,0.0,1.0
5104370760,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104370761,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104370762,Bethany Baptist Church of Jamaica,40.690081,-73.791892,0.0,1.0,0.0,1.0
5104370763,Our Lady of Light Food Pantry,40.689704,-73.763078,0.0,1.0,0.0,1.0
5104370764,Aids Center of Queens County,40.605182,-73.751962,0.0,1.0,0.0,1.0
5104370765,Solid Rock SDA Church,40.592942,-73.782638,0.0,1.0,0.0,1.0
5104370766,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104370788,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104370789,YMCA Community Market â€“ Coney Island YMCA,40.573421,-73.995015,0.0,1.0,0.0,1.0
5104370791,Salt & Sea Mission Church Inc.,40.58839,-73.983668,0.0,1.0,0.0,1.0
5104370792,Bensonhurst Council Jewish Org.,40.602669,-73.996676,0.0,1.0,0.0,1.0
5104370793,Las Maravillas Del Exodo,40.675836,-73.883943,0.0,1.0,0.0,1.0
5104370794,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104372648,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104372649,Hebron SDA Church,40.676753,-73.947804,0.0,1.0,0.0,1.0
5104372650,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104372651,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104372652,St. Edward Food Pantry,40.51171435,-74.22125108,0.0,1.0,0.0,1.0
5104372653,Mesivtha of Staten Island,40.528325,-74.215029,0.0,1.0,0.0,1.0
5104372654,Christian Pentecostal Church,40.604751,-74.092521,0.0,1.0,0.0,1.0
5104372655,Salvation Army Port Richmond Corps,40.62639,-74.13296,0.0,1.0,0.0,1.0
5104372657,Greenpoint Reformed Church,40.729376,-73.955224,0.0,1.0,0.0,1.0
5104372658,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104574326,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104574327,Mobile Pantry @ Spofford Ave,40.814509,-73.886389,0.0,1.0,0.0,1.0
5104574328,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104636151,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104636152,J.U.S.T.I.C.E. Organization,40.595639,-73.761226,0.0,1.0,0.0,1.0
5104636153,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104680170,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104680171,Las Maravillas Del Exodo,40.675836,-73.883943,0.0,1.0,0.0,1.0
5104680172,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104680173,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104680174,Every Day is a Miracle co The Almond Tree Church,40.86185,-73.90176,0.0,1.0,0.0,1.0
5104680175,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104682583,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104682584,Union Grove Missionary Baptist Church,40.832891,-73.889299,0.0,1.0,0.0,1.0
5104682585,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104725291,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5104725292,Bnai Raphael Chesed Organization,40.619733,-73.937662,0.0,1.0,0.0,1.0
5104725293,Unitarian Church of All Souls,40.775377,-73.95858,0.0,1.0,0.0,1.0
5104725294,Food Bank for New York City,40.80594755,-73.87299938,0.0,1.0,0.0,1.0
5105027255,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105027256,Father's Heart Ministries,40.728014,-73.980741,0.0,0.0,1.0,1.0
5105027257,Holy Apostles Soup Kitchen,40.749416,-73.999188,0.0,0.0,1.0,1.0
5105027258,Hunter College Program B,40.768973,-73.965367,0.0,0.0,1.0,1.0
5105027259,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105028764,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105028765,The Lower Eastside Girls ClubÂ,40.723802,-73.976319,0.0,0.0,1.0,1.0
5105028766,PS 142 M Amalia Castro,40.718383,-73.984452,0.0,0.0,1.0,1.0
5105028767,Borough of Manhattan Community College,40.719462,-74.012341,0.0,0.0,1.0,1.0
5105028768,Baruch College,40.740596,-73.983938,0.0,0.0,1.0,1.0
5105028770,Christ Temple of the Apostolic Faith,40.808655,-73.941592,0.0,0.0,1.0,1.0
5105028771,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105028783,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105028784,Unitarian Church of All Souls,40.775377,-73.95858,0.0,0.0,1.0,1.0
5105028785,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105029343,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105029344,Bethel AME Church,40.588749,-73.804391,0.0,0.0,1.0,1.0
5105029345,J.U.S.T.I.C.E. Organization,40.595639,-73.761226,0.0,0.0,1.0,1.0
5105029346,Jewish Community Council of the Rockaway Peninsula,40.605645,-73.751391,0.0,0.0,1.0,1.0
5105029347,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105029348,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105029349,"The Disciples of Galilee, Inc.",40.821616,-73.848646,0.0,0.0,1.0,1.0
5105029350,Life Together Works Inc.,40.82385,-73.844681,0.0,0.0,1.0,1.0
5105029351,Bronx Community College,40.857394,-73.909698,0.0,0.0,1.0,1.0
5105029352,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105029353,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105029354,Olivet Gospel Church Community Food Distribution Program,40.889389,-73.831265,0.0,0.0,1.0,1.0
5105029355,Victory SDA Church,40.871261,-73.849997,0.0,0.0,1.0,1.0
5105029356,"SCAN-Harbor, Inc.",40.831059,-73.925337,0.0,0.0,1.0,1.0
5105029357,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105029362,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105029363,Project Hope Charities,40.670977,-73.769835,0.0,0.0,1.0,1.0
5105029364,Queensboro SDA Church,40.718217,-73.731704,0.0,0.0,1.0,1.0
5105029365,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105029864,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105029865,Pentecost Care Community Outreach,40.882228,-73.866922,0.0,0.0,1.0,1.0
5105029866,Spanish SDA Church,40.824457,-73.899622,0.0,0.0,1.0,1.0
5105029867,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105053895,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105054413,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105054414,WOSSEM Charities,40.692985,-73.79938,0.0,0.0,1.0,1.0
5105054415,The Legacy Center Community Development Corp.,40.701741,-73.892395,0.0,0.0,1.0,1.0
5105054416,Yeshua Worldwide Ministries Food Pantry,40.725439,-73.880429,0.0,0.0,1.0,1.0
5105054417,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057196,PS 297 K Abraham Stockton School,40.697781,-73.947809,0.0,0.0,1.0,1.0
5105057197,Cornerstone SDA Church,40.674586,-73.89657,0.0,0.0,1.0,1.0
5105057198,Community Services Housing Development Corp.,40.668898,-73.920053,0.0,0.0,1.0,1.0
5105057199,CAMBA Food Pantry,40.648574,-73.957531,0.0,0.0,1.0,1.0
5105057200,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057201,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057203,Gethsemane SDA Church,40.663955,-73.950312,0.0,0.0,1.0,1.0
5105057204,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057205,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057206,Every Day is a Miracle co The Almond Tree Church,40.86185,-73.90176,0.0,0.0,1.0,1.0
5105057208,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057212,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057214,Society of St. Vincent de Paul,40.653232,-73.939714,0.0,0.0,1.0,1.0
5105057215,Full Effect Gospel Ministries,40.668427,-73.8779,0.0,0.0,1.0,1.0
5105057216,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057253,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057254,"The Harding Ford Vision, Inc.",40.698229,-73.797456,0.0,0.0,1.0,1.0
5105057255,Project Lead,40.70392163,-73.82616507,0.0,0.0,1.0,1.0
5105057256,PS 19 Q Marino Jeantet,40.749381,-73.867354,0.0,0.0,1.0,1.0
5105057257,PS 111 Q Jacob Blackwell,40.758831,-73.93938,0.0,0.0,1.0,1.0
5105057258,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057259,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105057260,Bushwick United Seniors Inc.,40.689389,-73.91793,0.0,0.0,1.0,1.0
5105057261,Church of God Inc.,40.660127,-73.926,0.0,0.0,1.0,1.0
5105057262,New Haven SDA Church,40.674865,-73.955524,0.0,0.0,1.0,1.0
5105057263,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105061673,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105061674,GRANT HOUSE UNITY CORPORATION,40.619954,-73.934002,0.0,0.0,1.0,1.0
5105061675,LifeBridge NY Food Pantry,40.623491,-73.937774,0.0,0.0,1.0,1.0
5105061676,Calvary Pentecostal Church,40.654342,-73.961095,0.0,0.0,1.0,1.0
5105061677,Full Gospel Assembly,40.66435,-73.956641,0.0,0.0,1.0,1.0
5105061678,Child Development Support Corp.,40.688478,-73.959936,0.0,0.0,1.0,1.0
5105061679,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105061680,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105061681,Holy Cross Church Crossroads,40.757658,-73.990781,0.0,0.0,1.0,1.0
5105061682,Gotham Food Pantry,40.787113,-73.945024,0.0,0.0,1.0,1.0
5105061683,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105065478,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105065479,Vets Inc,40.668109,-73.756857,0.0,0.0,1.0,1.0
5105065480,Taurus Associates,40.672149,-73.734466,0.0,0.0,1.0,1.0
5105065481,St. Alban's Baptist Church,40.690773,-73.754449,0.0,0.0,1.0,1.0
5105065482,Mt. Sinai SDA Church,40.721159,-73.740072,0.0,0.0,1.0,1.0
5105065483,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105065484,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105065485,Shorefront Jewish Comm. Council,40.576348,-73.967318,0.0,0.0,1.0,1.0
5105065487,Fort Greene Council Hazel Brooks Neighborhood Ctr.,40.638891,-73.958877,0.0,0.0,1.0,1.0
5105065488,St. James Holiness Church,40.666876,-73.917814,0.0,0.0,1.0,1.0
5105065489,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105065490,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105065491,HS 440 X DeWitt Clinton High School,40.882178,-73.88691,0.0,0.0,1.0,1.0
5105065492,New Covenant Community Development Corp.,40.828841,-73.90312,0.0,0.0,1.0,1.0
5105065493,Spanish Soundview SDA,40.815052,-73.861258,0.0,0.0,1.0,1.0
5105065494,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105100566,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105100567,Bedford Central Presbyterian Church,40.676836,-73.949271,0.0,0.0,1.0,1.0
5105100568,Jewish Comm Council of Canarsie,40.651533,-73.88538,0.0,0.0,1.0,1.0
5105100569,"MUNA Social Service, Inc.",40.675864,-73.855033,0.0,0.0,1.0,1.0
5105100570,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105173625,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105173626,Gethsemane Baptist Church,40.842956,-73.889532,0.0,0.0,1.0,1.0
5105173627,Mana Del Cielo,40.844511,-73.907572,0.0,0.0,1.0,1.0
5105173628,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105193211,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105193212,Flatbush SDA Church,40.648058,-73.959556,0.0,0.0,1.0,1.0
5105193213,P.S. 308 Clara Cardwell,40.688695,-73.935499,0.0,0.0,1.0,1.0
5105193214,SCO Family of Services/Bethany House,40.699435,-73.926353,0.0,0.0,1.0,1.0
5105193215,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105297577,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105297578,Hope For Humanity Inc.,40.866337,-73.921732,0.0,0.0,1.0,1.0
5105297579,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105348569,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105348570,Olivet Gospel Church Community Food Distribution Program,40.889389,-73.831265,0.0,0.0,1.0,1.0
5105348571,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105359814,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105359815,International Pentecostal,40.653809,-73.91836,0.0,0.0,1.0,1.0
5105359816,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105379894,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105379895,Medgar Evers College,40.666736,-73.956506,0.0,0.0,1.0,1.0
5105386196,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105403956,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105403958,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105419086,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105419087,Every Day is a Miracle - Harvest Hand Food Pantry,40.842975,-73.846291,0.0,0.0,1.0,1.0
5105419088,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105420030,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105420031,Jamaica Queens Wesleyan Church,40.675533,-73.742885,0.0,0.0,1.0,1.0
5105420032,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105420033,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105420034,Life Together Works Inc.,40.82385,-73.844681,0.0,0.0,1.0,1.0
5105420035,Food Bank for New York City,40.80594755,-73.87299938,0.0,0.0,1.0,1.0
5105625631,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625632,Kings Bay YM-YWHA Inc.,40.598817,-73.94157,1.0,0.0,0.0,1.0
5105625633,PAYO Food Pantry,40.632155,-73.966721,1.0,0.0,0.0,1.0
5105625634,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625642,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625643,Brooks Memorial UMC,40.688564,-73.803554,1.0,0.0,0.0,1.0
5105625644,The Salvation Army Jamaica Citadel,40.705201,-73.799256,1.0,0.0,0.0,1.0
5105625646,Tzu-Chi Foundation Food Pantry,40.763855,-73.828522,1.0,0.0,0.0,1.0
5105625647,Evangel Food Pantry,40.754378,-73.93711,1.0,0.0,0.0,1.0
5105625648,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625649,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625650,Roosevelt Island Disabled Association's Food Pantry,40.761957,-73.949679,1.0,0.0,0.0,1.0
5105625651,PS 111 Q Jacob Blackwell,40.758831,-73.93938,1.0,0.0,0.0,1.0
5105625652,Our Lady of Fatima Church,40.762581,-73.88855,1.0,0.0,0.0,1.0
5105625653,The Salvation Army Bronx Citadel,40.822679,-73.913614,1.0,0.0,0.0,1.0
5105625654,Garden of Prayer,40.846386,-73.898403,1.0,0.0,0.0,1.0
5105625655,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625656,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625657,Church of St. Mark,40.668586,-73.944361,1.0,0.0,0.0,1.0
5105625658,Christ Apostolic Church Goke Food Pantry,40.638584,-73.972577,1.0,0.0,0.0,1.0
5105625659,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625660,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625661,International Pentecostal,40.653809,-73.91836,1.0,0.0,0.0,1.0
5105625662,Mt. Hebron Church of Christ,40.67170712,-73.88507368,1.0,0.0,0.0,1.0
5105625663,St. Paul Pentecostal Kingdom Builders Food Pantry,40.680306,-73.913947,1.0,0.0,0.0,1.0
5105625664,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625665,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625666,Mamre SDA Church,40.632461,-73.928311,1.0,0.0,0.0,1.0
5105625667,Iglesia Cristiana Valle De Jesus Inc.,40.70765,-73.944981,1.0,0.0,0.0,1.0
5105625668,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625669,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625670,Iglesia Pentecostal La Hermosa,40.681902,-73.878369,1.0,0.0,0.0,1.0
5105625671,Church of God in Christ,40.651657,-73.918683,1.0,0.0,0.0,1.0
5105625672,Brooklyn Faith SDA Church,40.652471,-73.925014,1.0,0.0,0.0,1.0
5105625673,Church of the Living God,40.672074,-73.933604,1.0,0.0,0.0,1.0
5105625674,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625675,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625676,National Council of Jewish Women,40.779242,-73.983105,1.0,0.0,0.0,1.0
5105625677,First Corinthian Baptist Church,40.802841,-73.952813,1.0,0.0,0.0,1.0
5105625678,St. Charles Borromeo Church,40.819395,-73.941612,1.0,0.0,0.0,1.0
5105625679,Way Out Church Ministries Inc.,40.814056,-73.914717,1.0,0.0,0.0,1.0
5105625680,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625681,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625682,St. Mark the Evangelist Church,40.815594,-73.938389,1.0,0.0,0.0,1.0
5105625683,Cabrini Immigrant Services,40.869267,-73.920507,1.0,0.0,0.0,1.0
5105625684,HS 342 X International School of Liberal Arts,40.870293,-73.898309,1.0,0.0,0.0,1.0
5105625685,Davidson Community Center,40.853537,-73.908741,1.0,0.0,0.0,1.0
5105625686,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625687,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625688,Bronx Bethany Community Corporation,40.886824,-73.852194,1.0,0.0,0.0,1.0
5105625689,New Life Holiness Caring Hands Food Pantry,40.897448,-73.851808,1.0,0.0,0.0,1.0
5105625690,Church of St. Frances of Rome,40.895809,-73.853592,1.0,0.0,0.0,1.0
5105625691,Faith Apostolic Gospel Temple,40.885578,-73.854923,1.0,0.0,0.0,1.0
5105625692,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625693,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105625694,Blessed Assurance Church of God,40.659288,-73.922919,1.0,0.0,0.0,1.0
5105625695,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105627425,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105627426,Faith Based Food Distribution Dev. Corp.,40.680271,-73.930654,1.0,0.0,0.0,1.0
5105627427,Maranatha SDA Church,40.658408,-73.929401,1.0,0.0,0.0,1.0
5105627428,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105627429,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105627430,Jewish Community Center of Staten Island,40.594916,-74.125393,1.0,0.0,0.0,1.0
5105627432,"Feeding with TLC, Inc.",40.629759,-74.081236,1.0,0.0,0.0,1.0
5105627433,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105627434,Food Bank for New York City,40.80594755,-73.87299938,1.0,0.0,0.0,1.0
5105627435,Fairmont Neighborhood School,40.834157,-73.887512,1.0,0.0,0.0,1.0
5105627436,Every Day is a Miracle - Harvest Hand Food Pantry,40.842975,-73.846291,1.0,0.0,0.0,1.0
5105627437,PS 32 X Belmont,40.852092,-73.885891,1.0,0.0,0.0,1.0
5105627438,City of Faith Church of God,40.876713,-73.866894,1.0,0.0,0.0,1.0
