customer_id,customer_name,latitude,longitude,Friday,Monday,Thursday,Tuesday,Wednesday,Total_Pallets
29,Customer 029,40.853619797063494,-73.90831990645347,1.52,2.14,0.0,52.29,0.0,55.95
3,Customer 003,40.86555164559,-73.88702973397817,7.65,200.98,0.0,0.0,16.34,224.97
30,Customer 030,40.63878496266752,-73.97263862633669,2.71,0.0,66.39,2.72,0.0,71.82
31,Customer 031,40.85734534786821,-73.89474039555732,55.879999999999995,5.14,5.5,0.0,0.0,66.52
32,Customer 032,40.853589534832395,-73.89464414584027,0.0,0.51,0.0,0.0,14.27,14.78
33,Customer 033,40.88677507240233,-73.85199192252,0.0,12.61,0.0,0.0,0.0,12.61
34,Customer 034,40.768896755175966,-73.95610818925888,1.8,41.12,0.0,1.64,0.0,44.56
35,Customer 035,40.594970715995146,-73.77416307485291,0.0,0.0,8.32,0.0,0.62,8.94
36,Customer 036,40.80325822563249,-73.93591692391615,1.03,0.81,0.98,22.42,0.0,25.24
37,Customer 037,40.6314761543859,-73.98026120703442,4.07,0.0,1.0,0.0,0.0,5.07
38,Customer 038,40.717842608430665,-73.9892410907712,0.76,0.0,0.0,0.0,8.45,9.21
39,Customer 039,40.84909985735391,-73.92113692416197,0.0,1.02,14.49,0.56,0.0,16.07
4,Customer 004,40.81882756334608,-73.93725056647254,55.81,0.0,5.46,0.0,0.0,61.27
40,Customer 040,40.76395482312956,-73.91128512522792,0.81,0.9600000000000001,13.03,0.0,0.0,14.8
41,Customer 041,40.759382235947626,-73.93895415268634,0.0,0.0,0.0,13.96,13.99,27.95
42,Customer 042,40.63208584532311,-73.96647452968952,0.0,2.2800000000000002,33.01,2.36,0.0,37.65
43,Customer 043,40.68152075934443,-73.85443641970784,0.5,0.6200000000000001,7.72,0.69,0.0,9.53
44,Customer 044,40.685443993544496,-73.943950969423,0.0,1.11,0.41,16.18,1.53,19.23
45,Customer 045,40.63550402142037,-74.13303054062014,0.0,20.98,0.0,0.0,1.04,22.02
46,Customer 046,40.773204917119784,-73.95678092820883,0.0,17.32,0.0,1.21,2.34,20.87
47,Customer 047,40.71773283828544,-73.98411846097412,1.59,1.13,0.0,14.18,0.56,17.46
48,Customer 048,40.75405265049564,-73.81832518415463,0.0,0.0,6.85,0.42,0.57,7.84
49,Customer 049,40.84161725986629,-73.90132809233144,0.0,0.0,13.68,1.62,0.52,15.82
5,Customer 005,40.69747391202919,-73.82905390354207,71.2,75.21000000000001,67.5,0.0,3.1599999999999997,217.07
50,Customer 050,40.88504380789946,-73.85462851943738,2.2699999999999996,0.0,26.1,0.0,0.0,28.37
51,Customer 051,40.60737229758411,-73.75316746816085,19.85,1.63,0.9,0.0,0.61,22.99
52,Customer 052,40.84586642009279,-73.89820757611032,0.0,16.419999999999998,0.0,3.26,1.63,21.31
53,Customer 053,40.7618627220245,-73.88916852512102,0.0,31.82,0.0,2.8000000000000003,0.0,34.62
54,Customer 054,40.70449809311375,-73.95658499114683,8.01,0.0,0.0,0.44,0.0,8.45
55,Customer 055,40.69661296220641,-73.82879015350318,0.0,0.0,0.0,0.0,85.49000000000001,85.49
56,Customer 056,40.7572560717902,-73.91514119505781,0.94,22.97,21.33,23.25,0.98,69.47
57,Customer 057,40.81995444568525,-73.89158623543398,0.99,0.0,0.0,0.0,3.96,4.95
58,Customer 058,40.71874598664543,-73.98172887364404,0.0,0.0,0.0,3.16,0.65,3.81
59,Customer 059,40.67755950741335,-73.91187495774679,0.56,14.72,0.67,1.2,0.0,17.15
6,Customer 006,40.80740818873632,-73.96565982955099,21.36,0.86,0.0,0.86,0.77,23.85
60,Customer 060,40.676333247614394,-73.88613509640518,0.81,2.04,0.8300000000000001,0.83,12.7,17.21
61,Customer 061,40.598422117306654,-73.94163633556525,14.24,2.25,0.0,1.92,0.0,18.41
62,Customer 062,40.689239848977614,-73.91777406506378,0.0,0.0,0.0,55.14,0.0,55.14
63,Customer 063,40.689007393638555,-73.9173641706466,2.71,5.62,0.0,71.82,0.0,80.15
64,Customer 064,40.67139788117989,-73.9340888408256,45.66,0.0,1.9,2.19,2.12,51.87
65,Customer 065,40.76900862942308,-73.96497922070525,3.54,0.8500000000000001,0.0,0.66,0.85,5.9
66,Customer 066,40.66065294279969,-73.87876303673895,0.0,21.31,1.76,1.1,0.98,25.15
67,Customer 067,40.86604266971237,-73.92623623009767,0.0,21.75,0.0,22.94,21.9,66.59
68,Customer 068,40.63036297971589,-74.08136228889674,25.29,0.0,0.0,2.04,1.02,28.35
69,Customer 069,40.68901703882041,-73.80356301377114,0.8200000000000001,3.66,0.0,0.0,0.74,5.22
7,Customer 007,40.63116428754058,-73.96665280296365,83.26,0.0,3.93,0.0,8.2,95.39
70,Customer 070,40.67439672491399,-73.9226282137167,0.0,13.62,0.0,0.0,0.75,14.37
71,Customer 071,40.74827382831262,-73.98413653314174,2.73,0.0,0.51,0.0,0.0,3.24
72,Customer 072,40.65171110205392,-73.9191771105472,0.0,0.0,0.0,6.57,0.0,6.57
73,Customer 073,40.65052535821618,-73.96218340829046,12.99,1.0,0.0,0.0,0.0,13.99
74,Customer 074,40.87654063424415,-73.86675762676278,59.05,0.0,0.0,2.23,2.4099999999999997,63.69
75,Customer 075,40.70710965261643,-73.94500754484459,1.64,0.0,19.71,1.6199999999999999,0.0,22.97
76,Customer 076,40.681777334052896,-73.87899490500013,3.1999999999999997,0.6000000000000001,0.0,0.61,0.72,5.13
77,Customer 077,40.68010726771517,-73.91396093950846,0.0,0.0,0.0,13.39,0.0,13.39
78,Customer 078,40.76169824334662,-73.94957140792144,1.37,0.0,9.56,0.0,0.88,11.81
79,Customer 079,40.65822719611959,-73.92944076589842,1.7599999999999998,1.71,0.0,0.0,12.88,16.35
8,Customer 008,40.81813101864817,-73.90411620231987,33.96,2.92,0.0,1.49,1.28,39.65
80,Customer 080,40.67620628689007,-73.74285399139629,18.07,0.0,0.77,0.59,0.0,19.43
81,Customer 081,40.68024236564245,-73.93137158188019,2.39,0.0,0.0,26.42,0.0,28.81
82,Customer 082,40.869718152184745,-73.87892875884225,0.0,1.8599999999999999,1.03,2.2800000000000002,21.18,26.35
83,Customer 083,40.63287188101084,-74.16028394578468,97.35,3.41,3.44,88.48,0.0,192.68
84,Customer 084,40.66480658774192,-73.9572281363883,0.9,21.77,0.0,20.0,0.0,42.67
85,Customer 085,40.6758490834141,-73.87795663986044,1.15,0.0,1.17,0.96,6.55,9.83
86,Customer 086,40.85368960688969,-73.90929502876213,0.0,1.74,20.84,0.81,19.17,42.56
87,Customer 087,40.66150707860249,-73.87346498223229,11.15,0.0,0.0,226.22,0.0,237.37
88,Customer 088,40.85920015425595,-73.90056567901365,64.04,5.6,6.21,0.0,0.0,75.85
89,Customer 089,40.830728643622344,-73.89126472129591,5.64,6.89,5.51,174.35999999999999,0.0,192.4
9,Customer 009,40.600009486593315,-73.74405287870175,1.02,0.42,13.45,0.0,1.45,16.34
90,Customer 090,40.66953057344241,-73.7824756165742,5.86,0.0,86.62,11.1,0.0,103.58
91,Customer 091,40.69772873982824,-73.8341823153853,0.0,19.61,0.0,0.0,0.0,19.61
92,Customer 092,40.63740290973405,-73.92010562279191,0.0,0.0,0.0,0.0,57.74,57.74
93,Customer 093,40.692614111895054,-73.84437929166077,5.22,0.0,103.93,0.0,0.0,109.15
94,Customer 094,40.69384632036886,-73.84342565090739,4.71,55.34,0.0,4.12,0.0,64.17
95,Customer 095,40.68727132626413,-73.82300862324279,0.0,58.42,0.0,0.0,0.0,58.42
