customer_id,customer_name,latitude,longitude,total_pallets_unrounded,total_pallets_rounded,total_orders,address,city_borough,pallets_per_order,day_of_week
92,Customer 092,40.63740290973405,-73.92010562279191,57.74,67,13,1594 Main Street,Brooklyn,4.44,All Days
29,Customer 029,40.853619797063494,-73.90831990645347,55.95,69,28,7711 Main Street,Bronx,2.0,All Days
62,Customer 062,40.689239848977614,-73.91777406506378,55.14,67,26,5607 Main Street,Brooklyn,2.12,All Days
64,Customer 064,40.67139788117989,-73.9340888408256,51.87,65,28,2163 Main Street,Brooklyn,1.85,All Days
34,Customer 034,40.768896755175966,-73.95610818925888,44.56,55,27,228 Main Street,Manhattan,1.65,All Days
84,Customer 084,40.66480658774192,-73.9572281363883,42.67,55,51,9874 Main Street,Brooklyn,0.84,All Days
86,Customer 086,40.85368960688969,-73.90929502876213,42.56,54,51,9541 Main Street,Bronx,0.83,All Days
15,Customer 015,40.82239448550935,-73.91429829435131,41.26,74,74,1058 Main Street,Bronx,0.56,All Days
8,Customer 008,40.81813101864817,-73.90411620231987,39.65,55,27,8797 Main Street,Bronx,1.47,All Days
42,Customer 042,40.63208584532311,-73.96647452968952,37.65,44,15,6374 Main Street,Brooklyn,2.51,All Days
53,Customer 053,40.7618627220245,-73.88916852512102,34.62,41,15,6149 Main Street,Queens,2.31,All Days
23,Customer 023,40.76091447600587,-73.88181045003793,33.13,48,28,1958 Main Street,Queens,1.18,All Days
11,Customer 011,40.652082455862505,-73.92481650340132,29.46,38,18,4773 Main Street,Brooklyn,1.64,All Days
81,Customer 081,40.68024236564245,-73.93137158188019,28.81,44,25,6143 Main Street,Brooklyn,1.15,All Days
50,Customer 050,40.88504380789946,-73.85462851943738,28.37,43,27,4442 Main Street,Bronx,1.05,All Days
68,Customer 068,40.63036297971589,-74.08136228889674,28.35,45,27,2517 Main Street,Brooklyn,1.05,All Days
41,Customer 041,40.759382235947626,-73.93895415268634,27.95,48,48,4643 Main Street,New York,0.58,All Days
17,Customer 017,40.68918573963909,-73.95966142657014,27.18,33,16,3796 Main Street,Brooklyn,1.7,All Days
82,Customer 082,40.869718152184745,-73.87892875884225,26.35,36,29,9898 Main Street,Bronx,0.91,All Days
36,Customer 036,40.80325822563249,-73.93591692391615,25.24,32,27,8370 Main Street,New York,0.93,All Days
66,Customer 066,40.66065294279969,-73.87876303673895,25.15,31,30,6845 Main Street,Brooklyn,0.84,All Days
25,Customer 025,40.69835136729073,-73.9158925078441,24.03,32,29,3255 Main Street,Brooklyn,0.83,All Days
6,Customer 006,40.80740818873632,-73.96565982955099,23.85,31,27,9595 Main Street,Manhattan,0.88,All Days
51,Customer 051,40.60737229758411,-73.75316746816085,22.99,30,28,1722 Main Street,Queens,0.82,All Days
75,Customer 075,40.70710965261643,-73.94500754484459,22.97,28,14,1224 Main Street,Manhattan,1.64,All Days
45,Customer 045,40.63550402142037,-74.13303054062014,22.02,31,24,8380 Main Street,Brooklyn,0.92,All Days
19,Customer 019,40.778836484045,-73.98329931044094,21.43,29,24,7900 Main Street,Manhattan,0.89,All Days
52,Customer 052,40.84586642009279,-73.89820757611032,21.31,28,14,1932 Main Street,Bronx,1.52,All Days
46,Customer 046,40.773204917119784,-73.95678092820883,20.87,32,16,7039 Main Street,Manhattan,1.3,All Days
13,Customer 013,40.81574307418728,-73.9379714247544,20.19,30,28,2880 Main Street,New York,0.72,All Days
91,Customer 091,40.69772873982824,-73.8341823153853,19.61,27,23,8921 Main Street,Queens,0.85,All Days
80,Customer 080,40.67620628689007,-73.74285399139629,19.43,29,27,8354 Main Street,Queens,0.72,All Days
44,Customer 044,40.685443993544496,-73.943950969423,19.23,32,30,4551 Main Street,Brooklyn,0.64,All Days
61,Customer 061,40.598422117306654,-73.94163633556525,18.41,27,18,7550 Main Street,Brooklyn,1.02,All Days
24,Customer 024,40.896883630705474,-73.85135085346376,18.04,25,23,5519 Main Street,Bronx,0.78,All Days
28,Customer 028,40.71519521264396,-73.74349772371512,17.75,29,29,1846 Main Street,Queens,0.61,All Days
47,Customer 047,40.71773283828544,-73.98411846097412,17.46,32,32,3605 Main Street,Manhattan,0.55,All Days
16,Customer 016,40.854973107257365,-73.86437656576189,17.46,29,28,9671 Main Street,Bronx,0.62,All Days
60,Customer 060,40.676333247614394,-73.88613509640518,17.21,24,18,1329 Main Street,Brooklyn,0.96,All Days
59,Customer 059,40.67755950741335,-73.91187495774679,17.15,26,26,6758 Main Street,Brooklyn,0.66,All Days
79,Customer 079,40.65822719611959,-73.92944076589842,16.35,20,9,2137 Main Street,Brooklyn,1.82,All Days
9,Customer 009,40.600009486593315,-73.74405287870175,16.34,30,30,8989 Main Street,Queens,0.54,All Days
10,Customer 010,40.65654070000209,-73.91897014191731,16.22,28,28,6309 Main Street,Brooklyn,0.58,All Days
39,Customer 039,40.84909985735391,-73.92113692416197,16.07,27,25,8122 Main Street,Bronx,0.64,All Days
49,Customer 049,40.84161725986629,-73.90132809233144,15.82,27,27,2461 Main Street,Bronx,0.59,All Days
40,Customer 040,40.76395482312956,-73.91128512522792,14.8,26,26,9003 Main Street,Queens,0.57,All Days
32,Customer 032,40.853589534832395,-73.89464414584027,14.78,26,25,3039 Main Street,Bronx,0.59,All Days
20,Customer 020,40.70811449489744,-73.79898444261066,14.54,27,27,9433 Main Street,Queens,0.54,All Days
70,Customer 070,40.67439672491399,-73.9226282137167,14.37,19,17,3828 Main Street,Brooklyn,0.85,All Days
73,Customer 073,40.65052535821618,-73.96218340829046,13.99,21,14,522 Main Street,Brooklyn,1.0,All Days
77,Customer 077,40.68010726771517,-73.91396093950846,13.39,21,12,433 Main Street,Brooklyn,1.12,All Days
33,Customer 033,40.88677507240233,-73.85199192252,12.61,16,13,9000 Main Street,Bronx,0.97,All Days
22,Customer 022,40.70649711069442,-73.756756602347,11.86,18,18,5247 Main Street,Queens,0.66,All Days
78,Customer 078,40.76169824334662,-73.94957140792144,11.81,16,15,3904 Main Street,Manhattan,0.79,All Days
2,Customer 002,40.70595191172637,-73.75457110312014,11.52,16,16,6988 Main Street,Queens,0.72,All Days
85,Customer 085,40.6758490834141,-73.87795663986044,9.83,13,10,9524 Main Street,Brooklyn,0.98,All Days
43,Customer 043,40.68152075934443,-73.85443641970784,9.53,15,15,6346 Main Street,Queens,0.64,All Days
27,Customer 027,40.687360434885576,-73.98066195659537,9.5,15,13,9324 Main Street,Brooklyn,0.73,All Days
38,Customer 038,40.717842608430665,-73.9892410907712,9.21,13,12,1780 Main Street,Manhattan,0.77,All Days
35,Customer 035,40.594970715995146,-73.77416307485291,8.94,13,13,5668 Main Street,Queens,0.69,All Days
54,Customer 054,40.70449809311375,-73.95658499114683,8.45,14,14,7385 Main Street,Manhattan,0.6,All Days
48,Customer 048,40.75405265049564,-73.81832518415463,7.84,14,14,1744 Main Street,Queens,0.56,All Days
12,Customer 012,40.636920669008184,-74.1652722110478,7.15,13,13,7485 Main Street,Brooklyn,0.55,All Days
72,Customer 072,40.65171110205392,-73.9191771105472,6.57,13,13,7006 Main Street,Brooklyn,0.51,All Days
65,Customer 065,40.76900862942308,-73.96497922070525,5.9,8,8,6853 Main Street,Manhattan,0.74,All Days
14,Customer 014,40.76099884306126,-73.94084004193822,5.49,8,8,5425 Main Street,Manhattan,0.69,All Days
69,Customer 069,40.68901703882041,-73.80356301377114,5.22,7,7,312 Main Street,Queens,0.75,All Days
76,Customer 076,40.681777334052896,-73.87899490500013,5.13,7,7,1870 Main Street,Brooklyn,0.73,All Days
37,Customer 037,40.6314761543859,-73.98026120703442,5.07,7,7,4222 Main Street,Brooklyn,0.72,All Days
57,Customer 057,40.81995444568525,-73.89158623543398,4.95,6,6,1725 Main Street,Bronx,0.82,All Days
58,Customer 058,40.71874598664543,-73.98172887364404,3.81,7,7,8918 Main Street,Manhattan,0.54,All Days
71,Customer 071,40.74827382831262,-73.98413653314174,3.24,6,6,7916 Main Street,Manhattan,0.54,All Days
