customer_id,customer_name,latitude,longitude,total_pallets_unrounded,total_pallets_rounded,total_orders,address,city_borough,pallets_per_order,day_of_week
60,Customer 060,40.676333247614394,-73.88613509640518,12.7,18,13,1329 Main Street,Brooklyn,0.98,Wednesday
15,Customer 015,40.82239448550935,-73.91429829435131,12.17,22,22,9867 Main Street,Bronx,0.55,Wednesday
38,Customer 038,40.717842608430665,-73.9892410907712,8.45,12,11,1780 Main Street,Manhattan,0.77,Wednesday
7,Customer 007,40.63116428754058,-73.96665280296365,8.2,10,2,2375 Main Street,Brooklyn,4.1,Wednesday
12,Customer 012,40.636920669008184,-74.1652722110478,6.71,12,12,7485 Main Street,Brooklyn,0.56,Wednesday
85,Customer 085,40.6758490834141,-73.87795663986044,6.55,8,7,9524 Main Street,Brooklyn,0.94,Wednesday
14,Customer 014,40.76099884306126,-73.94084004193822,4.2,6,6,5425 Main Street,Manhattan,0.7,Wednesday
57,Customer 057,40.81995444568525,-73.89158623543398,3.96,5,5,1725 Main Street,Bronx,0.79,Wednesday
1,Customer 001,40.82393494763585,-73.90903906592717,3.74,4,1,6001 Main Street,Bronx,3.74,Wednesday
5,Customer 005,40.69747391202919,-73.82905390354207,3.16,4,1,8462 Main Street,Queens,3.16,Wednesday
11,Customer 011,40.652082455862505,-73.92481650340132,3.07,4,2,7969 Main Street,Brooklyn,1.54,Wednesday
74,Customer 074,40.87654063424415,-73.86675762676278,2.41,3,1,9309 Main Street,Bronx,2.41,Wednesday
46,Customer 046,40.773204917119784,-73.95678092820883,2.34,4,2,7352 Main Street,Manhattan,1.17,Wednesday
64,Customer 064,40.67139788117989,-73.9340888408256,2.12,3,1,630 Main Street,Brooklyn,2.12,Wednesday
17,Customer 017,40.68918573963909,-73.95966142657014,1.76,2,1,2789 Main Street,Brooklyn,1.76,Wednesday
52,Customer 052,40.84586642009279,-73.89820757611032,1.63,2,1,2992 Main Street,Bronx,1.63,Wednesday
44,Customer 044,40.685443993544496,-73.943950969423,1.53,3,2,4593 Main Street,Brooklyn,0.76,Wednesday
2,Customer 002,40.70595191172637,-73.75457110312014,1.48,2,2,8671 Main Street,Queens,0.74,Wednesday
9,Customer 009,40.600009486593315,-73.74405287870175,1.45,3,3,7132 Main Street,Queens,0.48,Wednesday
8,Customer 008,40.81813101864817,-73.90411620231987,1.28,2,1,2270 Main Street,Bronx,1.28,Wednesday
23,Customer 023,40.76091447600587,-73.88181045003793,1.05,2,1,8364 Main Street,Queens,1.05,Wednesday
45,Customer 045,40.63550402142037,-74.13303054062014,1.04,2,1,5029 Main Street,Brooklyn,1.04,Wednesday
68,Customer 068,40.63036297971589,-74.08136228889674,1.02,2,1,5392 Main Street,Brooklyn,1.02,Wednesday
66,Customer 066,40.66065294279969,-73.87876303673895,0.98,1,1,3029 Main Street,Brooklyn,0.98,Wednesday
56,Customer 056,40.7572560717902,-73.91514119505781,0.98,1,1,4644 Main Street,Queens,0.98,Wednesday
78,Customer 078,40.76169824334662,-73.94957140792144,0.88,1,1,4963 Main Street,Manhattan,0.88,Wednesday
28,Customer 028,40.71519521264396,-73.74349772371512,0.86,1,1,1560 Main Street,Queens,0.86,Wednesday
65,Customer 065,40.76900862942308,-73.96497922070525,0.85,1,1,9485 Main Street,Manhattan,0.85,Wednesday
6,Customer 006,40.80740818873632,-73.96565982955099,0.77,1,1,1540 Main Street,Manhattan,0.77,Wednesday
70,Customer 070,40.67439672491399,-73.9226282137167,0.75,1,1,3292 Main Street,Brooklyn,0.75,Wednesday
69,Customer 069,40.68901703882041,-73.80356301377114,0.74,1,1,3447 Main Street,Queens,0.74,Wednesday
76,Customer 076,40.681777334052896,-73.87899490500013,0.72,1,1,6035 Main Street,Brooklyn,0.72,Wednesday
58,Customer 058,40.71874598664543,-73.98172887364404,0.65,1,1,2040 Main Street,Manhattan,0.65,Wednesday
35,Customer 035,40.594970715995146,-73.77416307485291,0.62,1,1,2847 Main Street,Queens,0.62,Wednesday
51,Customer 051,40.60737229758411,-73.75316746816085,0.61,1,1,1866 Main Street,Queens,0.61,Wednesday
48,Customer 048,40.75405265049564,-73.81832518415463,0.57,1,1,5962 Main Street,Queens,0.57,Wednesday
47,Customer 047,40.71773283828544,-73.98411846097412,0.56,1,1,1943 Main Street,Manhattan,0.56,Wednesday
16,Customer 016,40.854973107257365,-73.86437656576189,0.55,1,1,1076 Main Street,Bronx,0.55,Wednesday
49,Customer 049,40.84161725986629,-73.90132809233144,0.52,1,1,2550 Main Street,Bronx,0.52,Wednesday
10,Customer 010,40.65654070000209,-73.91897014191731,0.48,1,1,1502 Main Street,Brooklyn,0.48,Wednesday
20,Customer 020,40.70811449489744,-73.79898444261066,0.41,1,1,3861 Main Street,Queens,0.41,Wednesday
93,Customer 093,40.692614111895054,-73.84437929166077,103.93,115,23,903 Main Street,Queens,4.52,Thursday
18,Customer 018,40.84297611177931,-73.84592385676613,101.75,112,24,572 Main Street,Bronx,4.24,Thursday
90,Customer 090,40.66953057344241,-73.7824756165742,86.62,95,14,4937 Main Street,Queens,6.19,Thursday
5,Customer 005,40.69747391202919,-73.82905390354207,67.5,81,24,1542 Main Street,Queens,2.81,Thursday
30,Customer 030,40.63878496266752,-73.97263862633669,66.39,81,24,9131 Main Street,Brooklyn,2.77,Thursday
42,Customer 042,40.63208584532311,-73.96647452968952,33.01,38,13,6374 Main Street,Brooklyn,2.54,Thursday
23,Customer 023,40.76091447600587,-73.88181045003793,28.79,42,24,1958 Main Street,Queens,1.2,Thursday
50,Customer 050,40.88504380789946,-73.85462851943738,26.1,39,25,4442 Main Street,Bronx,1.04,Thursday
56,Customer 056,40.7572560717902,-73.91514119505781,21.33,27,24,8094 Main Street,Queens,0.89,Thursday
86,Customer 086,40.85368960688969,-73.90929502876213,20.84,27,24,5049 Main Street,Bronx,0.87,Thursday
75,Customer 075,40.70710965261643,-73.94500754484459,19.71,24,12,2885 Main Street,Manhattan,1.64,Thursday
39,Customer 039,40.84909985735391,-73.92113692416197,14.49,24,23,8122 Main Street,Bronx,0.63,Thursday
49,Customer 049,40.84161725986629,-73.90132809233144,13.68,24,24,2461 Main Street,Bronx,0.57,Thursday
9,Customer 009,40.600009486593315,-73.74405287870175,13.45,24,24,8989 Main Street,Queens,0.56,Thursday
40,Customer 040,40.76395482312956,-73.91128512522792,13.03,23,23,9003 Main Street,Queens,0.57,Thursday
78,Customer 078,40.76169824334662,-73.94957140792144,9.56,13,12,3904 Main Street,Manhattan,0.8,Thursday
35,Customer 035,40.594970715995146,-73.77416307485291,8.32,12,12,5668 Main Street,Queens,0.69,Thursday
43,Customer 043,40.68152075934443,-73.85443641970784,7.72,12,12,6346 Main Street,Queens,0.64,Thursday
48,Customer 048,40.75405265049564,-73.81832518415463,6.85,12,12,1744 Main Street,Queens,0.57,Thursday
88,Customer 088,40.85920015425595,-73.90056567901365,6.21,7,1,6425 Main Street,Bronx,6.21,Thursday
89,Customer 089,40.830728643622344,-73.89126472129591,5.51,6,1,3496 Main Street,Bronx,5.51,Thursday
31,Customer 031,40.85734534786821,-73.89474039555732,5.5,6,2,9298 Main Street,Bronx,2.75,Thursday
4,Customer 004,40.81882756334608,-73.93725056647254,5.46,6,1,2392 Main Street,New York,5.46,Thursday
1,Customer 001,40.82393494763585,-73.90903906592717,4.9,5,1,581 Main Street,Bronx,4.9,Thursday
7,Customer 007,40.63116428754058,-73.96665280296365,3.93,4,1,1528 Main Street,Brooklyn,3.93,Thursday
83,Customer 083,40.63287188101084,-74.16028394578468,3.44,4,1,4907 Main Street,Brooklyn,3.44,Thursday
64,Customer 064,40.67139788117989,-73.9340888408256,1.9,2,1,5077 Main Street,Brooklyn,1.9,Thursday
66,Customer 066,40.66065294279969,-73.87876303673895,1.76,2,2,4989 Main Street,Brooklyn,0.88,Thursday
22,Customer 022,40.70649711069442,-73.756756602347,1.28,2,2,3558 Main Street,Queens,0.64,Thursday
85,Customer 085,40.6758490834141,-73.87795663986044,1.17,2,1,2813 Main Street,Brooklyn,1.17,Thursday
82,Customer 082,40.869718152184745,-73.87892875884225,1.03,2,1,2688 Main Street,Bronx,1.03,Thursday
37,Customer 037,40.6314761543859,-73.98026120703442,1.0,1,1,8269 Main Street,Brooklyn,1.0,Thursday
36,Customer 036,40.80325822563249,-73.93591692391615,0.98,1,1,6288 Main Street,New York,0.98,Thursday
51,Customer 051,40.60737229758411,-73.75316746816085,0.9,1,1,1801 Main Street,Queens,0.9,Thursday
60,Customer 060,40.676333247614394,-73.88613509640518,0.83,1,1,2975 Main Street,Brooklyn,0.83,Thursday
80,Customer 080,40.67620628689007,-73.74285399139629,0.77,1,1,9616 Main Street,Queens,0.77,Thursday
25,Customer 025,40.69835136729073,-73.9158925078441,0.72,1,1,4611 Main Street,Brooklyn,0.72,Thursday
59,Customer 059,40.67755950741335,-73.91187495774679,0.67,1,1,8104 Main Street,Brooklyn,0.67,Thursday
13,Customer 013,40.81574307418728,-73.9379714247544,0.63,1,1,1759 Main Street,New York,0.63,Thursday
14,Customer 014,40.76099884306126,-73.94084004193822,0.62,1,1,5524 Main Street,Manhattan,0.62,Thursday
10,Customer 010,40.65654070000209,-73.91897014191731,0.58,1,1,8077 Main Street,Brooklyn,0.58,Thursday
71,Customer 071,40.74827382831262,-73.98413653314174,0.51,1,1,9522 Main Street,Manhattan,0.51,Thursday
12,Customer 012,40.636920669008184,-74.1652722110478,0.44,1,1,7082 Main Street,Brooklyn,0.44,Thursday
44,Customer 044,40.685443993544496,-73.943950969423,0.41,1,1,8623 Main Street,Brooklyn,0.41,Thursday
83,Customer 083,40.63287188101084,-74.16028394578468,97.35,110,24,610 Main Street,Brooklyn,4.06,Friday
7,Customer 007,40.63116428754058,-73.96665280296365,83.26,94,24,6907 Main Street,Brooklyn,3.47,Friday
5,Customer 005,40.69747391202919,-73.82905390354207,71.2,85,25,1691 Main Street,Queens,2.85,Friday
88,Customer 088,40.85920015425595,-73.90056567901365,64.04,70,12,2530 Main Street,Bronx,5.34,Friday
74,Customer 074,40.87654063424415,-73.86675762676278,59.05,71,24,358 Main Street,Bronx,2.46,Friday
31,Customer 031,40.85734534786821,-73.89474039555732,55.88,68,24,1900 Main Street,Bronx,2.33,Friday
4,Customer 004,40.81882756334608,-73.93725056647254,55.81,62,13,4206 Main Street,New York,4.29,Friday
64,Customer 064,40.67139788117989,-73.9340888408256,45.66,57,25,2163 Main Street,Brooklyn,1.83,Friday
8,Customer 008,40.81813101864817,-73.90411620231987,33.96,47,23,8797 Main Street,Bronx,1.48,Friday
68,Customer 068,40.63036297971589,-74.08136228889674,25.29,40,24,2517 Main Street,Brooklyn,1.05,Friday
17,Customer 017,40.68918573963909,-73.95966142657014,22.28,27,13,3796 Main Street,Brooklyn,1.71,Friday
6,Customer 006,40.80740818873632,-73.96565982955099,21.36,28,24,9595 Main Street,Manhattan,0.89,Friday
51,Customer 051,40.60737229758411,-73.75316746816085,19.85,26,24,1722 Main Street,Queens,0.83,Friday
80,Customer 080,40.67620628689007,-73.74285399139629,18.07,27,25,8354 Main Street,Queens,0.72,Friday
61,Customer 061,40.598422117306654,-73.94163633556525,14.24,21,14,7550 Main Street,Brooklyn,1.02,Friday
73,Customer 073,40.65052535821618,-73.96218340829046,12.99,20,13,522 Main Street,Brooklyn,1.0,Friday
87,Customer 087,40.66150707860249,-73.87346498223229,11.15,12,1,9465 Main Street,Brooklyn,11.15,Friday
54,Customer 054,40.70449809311375,-73.95658499114683,8.01,13,13,7385 Main Street,Manhattan,0.62,Friday
3,Customer 003,40.86555164559,-73.88702973397817,7.65,8,1,167 Main Street,Bronx,7.65,Friday
90,Customer 090,40.66953057344241,-73.7824756165742,5.86,6,1,3738 Main Street,Queens,5.86,Friday
89,Customer 089,40.830728643622344,-73.89126472129591,5.64,6,1,7741 Main Street,Bronx,5.64,Friday
93,Customer 093,40.692614111895054,-73.84437929166077,5.22,6,1,8223 Main Street,Queens,5.22,Friday
94,Customer 094,40.69384632036886,-73.84342565090739,4.71,5,1,3869 Main Street,Queens,4.71,Friday
37,Customer 037,40.6314761543859,-73.98026120703442,4.07,6,6,4222 Main Street,Brooklyn,0.68,Friday
65,Customer 065,40.76900862942308,-73.96497922070525,3.54,5,5,6853 Main Street,Manhattan,0.71,Friday
1,Customer 001,40.82393494763585,-73.90903906592717,3.29,4,1,8395 Main Street,Bronx,3.29,Friday
76,Customer 076,40.681777334052896,-73.87899490500013,3.2,4,4,4024 Main Street,Brooklyn,0.8,Friday
71,Customer 071,40.74827382831262,-73.98413653314174,2.73,5,5,7916 Main Street,Manhattan,0.55,Friday
63,Customer 063,40.689007393638555,-73.9173641706466,2.71,3,1,9790 Main Street,Brooklyn,2.71,Friday
30,Customer 030,40.63878496266752,-73.97263862633669,2.71,3,1,1063 Main Street,Brooklyn,2.71,Friday
81,Customer 081,40.68024236564245,-73.93137158188019,2.39,4,2,7893 Main Street,Brooklyn,1.2,Friday
50,Customer 050,40.88504380789946,-73.85462851943738,2.27,4,2,6967 Main Street,Bronx,1.14,Friday
